Date,Open,High,Low,Close,Adj Close,Volume
2018-12-22,0.028091,0.029093,0.027881,0.029087,0.029087,582627
2018-12-23,0.029215,0.032571,0.029165,0.032700,0.032700,895157
2018-12-24,0.032669,0.037220,0.032658,0.034384,0.034384,1071530
2018-12-25,0.034570,0.034550,0.033096,0.034031,0.034031,864445
2018-12-26,0.034042,0.035139,0.033480,0.034186,0.034186,705279
2018-12-27,0.034201,0.034244,0.031725,0.031896,0.031896,714890
2018-12-28,0.031985,0.035079,0.031636,0.035079,0.035079,797723
2018-12-29,0.035288,0.037124,0.034415,0.036127,0.036127,829500
2018-12-30,0.036024,0.036347,0.035160,0.036177,0.036177,688081
2018-12-31,0.036222,0.036258,0.035567,0.035634,0.035634,630123
2019-01-01,0.035648,0.036718,0.035544,0.036638,0.036638,587667
2019-01-02,0.036820,0.039858,0.036676,0.039318,0.039318,844001
2019-01-03,0.039356,0.039754,0.038425,0.038870,0.038870,697510
2019-01-04,0.038812,0.040691,0.038730,0.040071,0.040071,810374
2019-01-05,0.040007,0.041418,0.040067,0.040476,0.040476,868152
2019-01-06,0.040519,0.039184,0.039683,0.038695,0.038695,792638
2019-01-07,0.038711,0.038738,0.037507,0.037687,0.037687,673774
2019-01-08,0.037754,0.037575,0.037196,0.037302,0.037302,610246
2019-01-09,0.037351,0.037815,0.037231,0.037371,0.037371,587129
2019-01-10,0.037381,0.037518,0.034565,0.034963,0.034963,923567
2019-01-11,0.034742,0.035279,0.034027,0.034591,0.034591,723439
2019-01-12,0.034585,0.034894,0.034277,0.034405,0.034405,604187
2019-01-13,0.034389,0.034382,0.032739,0.032902,0.032902,638417
2019-01-14,0.032924,0.035127,0.032921,0.034826,0.034826,755004
2019-01-15,0.034855,0.035390,0.033187,0.033612,0.033612,753427
2019-01-16,0.033550,0.034489,0.033438,0.033802,0.033802,751427
2019-01-17,0.033809,0.033768,0.033357,0.033639,0.033639,705191
2019-01-18,0.033615,0.033630,0.033060,0.033082,0.033082,630260
2019-01-19,0.033248,0.033538,0.033124,0.033396,0.033396,817542
2019-01-20,0.033426,0.033464,0.033084,0.033178,0.033178,823132
2019-01-21,0.033223,0.033179,0.032538,0.032762,0.032762,677209
2019-01-22,0.032749,0.033052,0.032315,0.032944,0.032944,708130
2019-01-23,0.032934,0.032973,0.032621,0.032761,0.032761,713212
2019-01-24,0.032764,0.032671,0.032443,0.032593,0.032593,700066
2019-01-25,0.032657,0.032628,0.032355,0.032329,0.032329,724181
2019-01-26,0.032328,0.032318,0.032258,0.032336,0.032336,669593
2019-01-27,0.032342,0.032357,0.031642,0.031642,0.031642,774530
2019-01-28,0.031609,0.031697,0.029982,0.030714,0.030714,970161
2019-01-29,0.030752,0.030885,0.030376,0.030625,0.030625,841160
2019-01-30,0.030569,0.031439,0.030559,0.031240,0.031240,824504
2019-01-31,0.031238,0.031516,0.030883,0.030962,0.030962,818093
2019-02-01,0.030987,0.031041,0.030529,0.030852,0.030852,728587
2019-02-02,0.030811,0.031406,0.030762,0.031363,0.031363,677398
2019-02-03,0.031380,0.031482,0.030897,0.031031,0.031031,727288
2019-02-04,0.031070,0.031331,0.031071,0.031170,0.031170,720375
2019-02-05,0.031114,0.031133,0.030813,0.030996,0.030996,725795
2019-02-06,0.031032,0.031008,0.030246,0.030734,0.030734,759585
2019-02-07,0.030710,0.030972,0.030727,0.030750,0.030750,684449
2019-02-08,0.030783,0.032451,0.030684,0.032527,0.032527,997289
2019-02-09,0.032512,0.032808,0.032353,0.032532,0.032532,785751
2019-02-10,0.032526,0.033828,0.032091,0.033821,0.033821,853281
2019-02-11,0.033839,0.033839,0.032951,0.033247,0.033247,883249
2019-02-12,0.033214,0.033677,0.032973,0.033549,0.033549,862064
2019-02-13,0.033541,0.034219,0.033585,0.033742,0.033742,932412
2019-02-14,0.033704,0.034214,0.033543,0.033562,0.033562,921153
2019-02-15,0.033580,0.033927,0.033554,0.033722,0.033722,834548
2019-02-16,0.033804,0.034106,0.033776,0.033958,0.033958,800552
2019-02-17,0.033936,0.036556,0.033910,0.036365,0.036365,1153040
2019-02-18,0.036211,0.037746,0.036227,0.037311,0.037311,1375873
2019-02-19,0.037388,0.037803,0.036780,0.036824,0.036824,1345507
2019-02-20,0.036780,0.037390,0.036205,0.037390,0.037390,1125074
2019-02-21,0.037340,0.037340,0.036690,0.036957,0.036957,1010533
2019-02-22,0.036942,0.037256,0.036743,0.037222,0.037222,931488
2019-02-23,0.037118,0.038194,0.037074,0.038333,0.038333,1090993
2019-02-24,0.038359,0.039331,0.035653,0.035653,0.035653,1563529
2019-02-25,0.035560,0.036503,0.035588,0.036012,0.036012,1265716
2019-02-26,0.035966,0.036028,0.035575,0.035827,0.035827,983638
2019-02-27,0.035811,0.036367,0.034748,0.035348,0.035348,1160665
2019-02-28,0.035389,0.035556,0.035254,0.035474,0.035474,1176574
2019-03-01,0.035498,0.035699,0.035339,0.035352,0.035352,973194
2019-03-02,0.035328,0.035446,0.034558,0.034729,0.034729,969662
2019-03-03,0.034879,0.035078,0.034164,0.034376,0.034376,897899
2019-03-04,0.034352,0.034359,0.033480,0.033968,0.033968,1065562
2019-03-05,0.033973,0.035408,0.033779,0.035372,0.035372,1222893
2019-03-06,0.035407,0.035810,0.035167,0.035551,0.035551,1175492
2019-03-07,0.035590,0.035762,0.035240,0.035290,0.035290,1109350
2019-03-08,0.035360,0.035312,0.034438,0.034638,0.034638,1199349
2019-03-09,0.034577,0.035107,0.034559,0.034811,0.034811,1264578
2019-03-10,0.034865,0.034910,0.034525,0.034608,0.034608,1158629
2019-03-11,0.034631,0.034678,0.034208,0.034270,0.034270,1200905
2019-03-12,0.034316,0.034462,0.033872,0.034392,0.034392,1204861
2019-03-13,0.034435,0.034401,0.034038,0.034111,0.034111,1091751
2019-03-14,0.034096,0.034309,0.034014,0.034072,0.034072,1140701
2019-03-15,0.034035,0.034873,0.034015,0.034763,0.034763,1137835
2019-03-16,0.034818,0.035515,0.034818,0.035171,0.035171,1195192
2019-03-17,0.035132,0.035127,0.034746,0.034781,0.034781,950793
2019-03-18,0.034807,0.034984,0.034560,0.034563,0.034563,1128762
2019-03-19,0.034533,0.034537,0.034539,0.034516,0.034516,1044286
2019-03-20,0.034507,0.034495,0.034238,0.034419,0.034419,1141079
2019-03-21,0.034368,0.034472,0.033901,0.033910,0.033910,1262555
2019-03-22,0.033892,0.034238,0.033864,0.034091,0.034091,1116037
2019-03-23,0.034056,0.034418,0.034054,0.034253,0.034253,1099296
2019-03-24,0.034272,0.034312,0.033958,0.034058,0.034058,1060832
2019-03-25,0.034081,0.034093,0.033926,0.034072,0.034072,1130567
2019-03-26,0.034078,0.033992,0.033908,0.033992,0.033992,1129029
2019-03-27,0.033990,0.034545,0.033983,0.034496,0.034496,1279216
2019-03-28,0.034501,0.034501,0.034261,0.034262,0.034262,1023127
2019-03-29,0.034244,0.034767,0.034214,0.034769,0.034769,1250643
2019-03-30,0.034736,0.034996,0.034506,0.034601,0.034601,1252761
2019-03-31,0.034612,0.034604,0.034357,0.034470,0.034470,1034989
2019-04-01,0.034458,0.034299,0.033901,0.034109,0.034109,1109138
2019-04-02,0.034111,0.033853,0.034085,0.033600,0.033600,2013707
2019-04-03,0.033609,0.033622,0.031495,0.032467,0.032467,2136016
2019-04-04,0.032462,0.032660,0.031658,0.032106,0.032106,1615569
2019-04-05,0.032100,0.033189,0.032000,0.032862,0.032862,1495294
2019-04-06,0.032861,0.033255,0.032383,0.032797,0.032797,1416458
2019-04-07,0.032803,0.033468,0.032649,0.033571,0.033571,1461113
2019-04-08,0.033555,0.034679,0.033522,0.034077,0.034077,1759049
2019-04-09,0.034070,0.034214,0.033741,0.033836,0.033836,1466396
2019-04-10,0.033827,0.033937,0.032851,0.033306,0.033306,1475603
2019-04-11,0.033307,0.033286,0.032341,0.032678,0.032678,1551861
2019-04-12,0.032646,0.032602,0.032468,0.032368,0.032368,1225491
2019-04-13,0.032345,0.032518,0.032203,0.032279,0.032279,973063
2019-04-14,0.032272,0.032522,0.032203,0.032478,0.032478,937802
2019-04-15,0.032490,0.032535,0.031673,0.031887,0.031887,1119438
2019-04-16,0.031877,0.032018,0.031809,0.032016,0.032016,989408
2019-04-17,0.032003,0.032042,0.031666,0.031788,0.031788,1065531
2019-04-18,0.031781,0.032973,0.031704,0.032805,0.032805,1315794
2019-04-19,0.032800,0.032783,0.032586,0.032752,0.032752,1233274
2019-04-20,0.032754,0.032980,0.032390,0.032551,0.032551,1150749
2019-04-21,0.032544,0.032611,0.031821,0.031997,0.031997,1130028
2019-04-22,0.031991,0.031928,0.031944,0.031832,0.031832,1128814
2019-04-23,0.031857,0.031634,0.030727,0.030768,0.030768,1273756
2019-04-24,0.030750,0.030741,0.029811,0.030344,0.030344,1345194
2019-04-25,0.030360,0.030401,0.029601,0.029644,0.029644,1308955
2019-04-26,0.029667,0.029382,0.029353,0.029615,0.029615,1421631
2019-04-27,0.029600,0.030292,0.029583,0.030073,0.030073,1112905
2019-04-28,0.030086,0.029977,0.029845,0.029762,0.029762,1017929
2019-04-29,0.029761,0.029830,0.029334,0.029577,0.029577,1153682
2019-04-30,0.029572,0.030291,0.029572,0.030307,0.030307,1172888
2019-05-01,0.030311,0.030492,0.029662,0.029766,0.029766,1071534
2019-05-02,0.029773,0.029557,0.029326,0.029449,0.029449,1097885
2019-05-03,0.029440,0.029048,0.029319,0.029117,0.029117,1265438
2019-05-04,0.029105,0.029022,0.028650,0.028129,0.028129,1141813
2019-05-05,0.028127,0.028424,0.027937,0.028202,0.028202,1024623
2019-05-06,0.028183,0.030469,0.028205,0.030043,0.030043,1312050
2019-05-07,0.030004,0.030980,0.029110,0.029127,0.029127,1442858
2019-05-08,0.029146,0.028792,0.028690,0.028575,0.028575,1072564
2019-05-09,0.028576,0.028481,0.027403,0.027579,0.027579,1060310
2019-05-10,0.027583,0.027553,0.027375,0.027143,0.027143,1259932
2019-05-11,0.027143,0.027904,0.027143,0.026969,0.026969,1745833
2019-05-12,0.026949,0.027030,0.026876,0.026867,0.026867,1480995
2019-05-13,0.026880,0.026235,0.026829,0.025189,0.025189,1326585
2019-05-14,0.025175,0.027319,0.025125,0.027163,0.027163,1594994
2019-05-15,0.027145,0.030305,0.027122,0.030122,0.030122,1640430
2019-05-16,0.030096,0.034469,0.031310,0.033483,0.033483,2366732
2019-05-17,0.033462,0.033700,0.032098,0.033193,0.033193,2183793
2019-05-18,0.033213,0.033428,0.032118,0.032264,0.032264,1503621
2019-05-19,0.032244,0.031962,0.032153,0.031874,0.031874,1469835
2019-05-20,0.031871,0.031905,0.031449,0.031569,0.031569,1358000
2019-05-21,0.031542,0.032527,0.031520,0.032049,0.032049,1449777
2019-05-22,0.032021,0.032386,0.031776,0.031862,0.031862,1278408
2019-05-23,0.031857,0.031192,0.030971,0.031207,0.031207,1353955
2019-05-24,0.031209,0.031457,0.031072,0.031235,0.031235,1243142
2019-05-25,0.031261,0.031717,0.031203,0.031265,0.031265,1108344
2019-05-26,0.031260,0.031310,0.031184,0.030792,0.030792,1114266
2019-05-27,0.030801,0.031322,0.030581,0.030987,0.030987,1371221
2019-05-28,0.030956,0.031408,0.030981,0.031166,0.031166,1188405
2019-05-29,0.031167,0.031349,0.030971,0.031117,0.031117,1133916
2019-05-30,0.031128,0.031891,0.030086,0.030754,0.030754,1635232
2019-05-31,0.030773,0.031308,0.030432,0.031269,0.031269,1312615
2019-06-01,0.031306,0.031950,0.030970,0.030989,0.030989,1161005
2019-06-02,0.031003,0.031004,0.030922,0.030908,0.030908,1000132
2019-06-03,0.030892,0.031103,0.030511,0.030772,0.030772,1142127
2019-06-04,0.030760,0.030760,0.031204,0.031311,0.031311,1314589
2019-06-05,0.031332,0.031792,0.031286,0.031575,0.031575,1092621
2019-06-06,0.031559,0.031954,0.031500,0.031894,0.031894,1056651
2019-06-07,0.031876,0.031303,0.031550,0.031195,0.031195,1041719
2019-06-08,0.031235,0.031260,0.031025,0.030894,0.030894,908459
2019-06-09,0.030870,0.030902,0.030225,0.030318,0.030318,984176
2019-06-10,0.030285,0.030981,0.030191,0.030939,0.030939,1017603
2019-06-11,0.030981,0.031006,0.030832,0.031003,0.031003,931198
2019-06-12,0.031021,0.032043,0.031062,0.032029,0.032029,1061349
2019-06-13,0.032030,0.032104,0.031089,0.031123,0.031123,1025654
2019-06-14,0.031124,0.030512,0.031044,0.030376,0.030376,998051
2019-06-15,0.030359,0.030726,0.030368,0.030438,0.030438,919496
2019-06-16,0.030424,0.029832,0.029700,0.029932,0.029932,1075853
2019-06-17,0.029917,0.029393,0.029245,0.029436,0.029436,644804
2019-06-18,0.029432,0.029432,0.029222,0.029185,0.029185,683264
2019-06-19,0.029186,0.029149,0.029151,0.029054,0.029054,594867
2019-06-20,0.029051,0.028630,0.028442,0.028518,0.028518,672706
2019-06-21,0.028523,0.029163,0.028523,0.029071,0.029071,919872
2019-06-22,0.029091,0.028274,0.028990,0.028909,0.028909,991781
2019-06-23,0.028913,0.028356,0.028963,0.028357,0.028357,751799
2019-06-24,0.028347,0.028348,0.028068,0.028192,0.028192,745222
2019-06-25,0.028215,0.026981,0.027380,0.026981,0.026981,817728
2019-06-26,0.026969,0.026444,0.026690,0.025872,0.025872,1262814
2019-06-27,0.025888,0.025826,0.026509,0.026314,0.026314,1255328
2019-06-28,0.026303,0.025365,0.026640,0.025084,0.025084,928053
2019-06-29,0.025089,0.026928,0.025572,0.026762,0.026762,913875
2019-06-30,0.026722,0.026645,0.026874,0.026874,0.026874,952479
2019-07-01,0.026834,0.027002,0.027529,0.027746,0.027746,972512
2019-07-02,0.027736,0.027767,0.027939,0.026995,0.026995,983034
2019-07-03,0.027011,0.025387,0.025863,0.025340,0.025340,829905
2019-07-04,0.025334,0.025337,0.025144,0.025369,0.025369,749281
2019-07-05,0.025356,0.026050,0.025465,0.026233,0.026233,794601
2019-07-06,0.026224,0.025487,0.025598,0.025654,0.025654,684711
2019-07-07,0.025659,0.027029,0.025629,0.026697,0.026697,709094
2019-07-08,0.026700,0.025473,0.026537,0.025497,0.025497,738966
2019-07-09,0.025503,0.025154,0.024594,0.024565,0.024565,799691
2019-07-10,0.024563,0.024415,0.023029,0.023856,0.023856,960801
2019-07-11,0.023851,0.023857,0.023816,0.023656,0.023656,899427
2019-07-12,0.023655,0.023846,0.023913,0.023382,0.023382,689653
2019-07-13,0.023383,0.023437,0.024101,0.023653,0.023653,589590
2019-07-14,0.023637,0.023577,0.022015,0.022190,0.022190,836417
2019-07-15,0.022227,0.021570,0.020860,0.021090,0.021090,892482
2019-07-16,0.021087,0.021362,0.020841,0.021017,0.021017,953467
2019-07-17,0.021004,0.022123,0.021115,0.021817,0.021817,968428
2019-07-18,0.021812,0.021399,0.022186,0.021241,0.021241,874498
2019-07-19,0.021250,0.021258,0.020943,0.021018,0.021018,722308
2019-07-20,0.021025,0.021369,0.021145,0.021279,0.021279,740795
2019-07-21,0.021284,0.021239,0.021060,0.021288,0.021288,630721
2019-07-22,0.021294,0.021337,0.021019,0.021034,0.021034,612857
2019-07-23,0.021035,0.021430,0.021066,0.021486,0.021486,704601
2019-07-24,0.021468,0.022131,0.021162,0.022121,0.022121,730640
2019-07-25,0.022113,0.022105,0.022103,0.022157,0.022157,679115
2019-07-26,0.022158,0.022292,0.021981,0.022252,0.022252,580514
2019-07-27,0.022250,0.022013,0.021710,0.021884,0.021884,660257
2019-07-28,0.021884,0.022159,0.021621,0.022107,0.022107,576255
2019-07-29,0.022101,0.022098,0.022007,0.022194,0.022194,576227
2019-07-30,0.022201,0.022071,0.021910,0.021912,0.021912,571425
2019-07-31,0.021909,0.021680,0.021904,0.021680,0.021680,595286
2019-08-01,0.021670,0.021617,0.021374,0.020944,0.020944,573618
2019-08-02,0.020951,0.021087,0.020704,0.020714,0.020714,585600
2019-08-03,0.020716,0.020698,0.020687,0.020560,0.020560,526515
2019-08-04,0.020568,0.020501,0.020530,0.020298,0.020298,477525
2019-08-05,0.020296,0.020151,0.020297,0.019839,0.019839,657741
2019-08-06,0.019842,0.019493,0.019637,0.019691,0.019691,666286
2019-08-07,0.019683,0.019122,0.019240,0.018958,0.018958,587871
2019-08-08,0.018968,0.019047,0.018717,0.018464,0.018464,561031
2019-08-09,0.018461,0.018553,0.017617,0.017743,0.017743,587107
2019-08-10,0.017747,0.017945,0.017880,0.018208,0.018208,579948
2019-08-11,0.018208,0.019010,0.018216,0.018752,0.018752,558907
2019-08-12,0.018749,0.018769,0.018520,0.018562,0.018562,498507
2019-08-13,0.018567,0.018571,0.018715,0.019155,0.019155,545742
2019-08-14,0.019145,0.019266,0.018537,0.018565,0.018565,740616
2019-08-15,0.018572,0.018170,0.018356,0.018281,0.018281,794958
2019-08-16,0.018294,0.018198,0.018123,0.017875,0.017875,687650
2019-08-17,0.017884,0.017880,0.018013,0.018148,0.018148,538784
2019-08-18,0.018163,0.018899,0.018120,0.018799,0.018799,576950
2019-08-19,0.018805,0.018717,0.018710,0.018605,0.018605,562946
2019-08-20,0.018579,0.018575,0.018252,0.018263,0.018263,595399
2019-08-21,0.018268,0.018253,0.018299,0.018435,0.018435,766989
2019-08-22,0.018440,0.019036,0.018650,0.018886,0.018886,747113
2019-08-23,0.018863,0.018841,0.018799,0.018707,0.018707,639718
2019-08-24,0.018704,0.018715,0.018748,0.018828,0.018828,615134
2019-08-25,0.018822,0.018682,0.018455,0.018429,0.018429,574642
2019-08-26,0.018418,0.018429,0.018418,0.018217,0.018217,695026
2019-08-27,0.018219,0.018208,0.018271,0.018410,0.018410,593228
2019-08-28,0.018408,0.018336,0.017651,0.017827,0.017827,686520
2019-08-29,0.017834,0.017906,0.017622,0.017825,0.017825,749676
2019-08-30,0.017822,0.017733,0.017713,0.017590,0.017590,601835
2019-08-31,0.017596,0.018061,0.017598,0.017908,0.017908,605380
2019-09-01,0.017907,0.017994,0.017607,0.017589,0.017589,569258
2019-09-02,0.017596,0.017409,0.017464,0.017237,0.017237,628549
2019-09-03,0.017238,0.017029,0.017070,0.016896,0.016896,655406
2019-09-04,0.016896,0.016991,0.016590,0.016612,0.016612,560491
2019-09-05,0.016609,0.016612,0.016309,0.016474,0.016474,528529
2019-09-06,0.016469,0.016393,0.016349,0.016416,0.016416,656565
2019-09-07,0.016416,0.017164,0.016343,0.016950,0.016950,645751
2019-09-08,0.016951,0.017323,0.016938,0.017369,0.017369,619912
2019-09-09,0.017370,0.017647,0.017407,0.017528,0.017528,699851
2019-09-10,0.017534,0.017716,0.017764,0.017773,0.017773,621935
2019-09-11,0.017778,0.017849,0.017610,0.017559,0.017559,703171
2019-09-12,0.017567,0.017455,0.017596,0.017388,0.017388,560858
2019-09-13,0.017385,0.017392,0.017378,0.017481,0.017481,574781
2019-09-14,0.017501,0.018162,0.017468,0.018160,0.018160,627598
2019-09-15,0.018157,0.018349,0.018043,0.018341,0.018341,601377
2019-09-16,0.018332,0.019377,0.018332,0.019180,0.019180,802004
2019-09-17,0.019181,0.020816,0.019180,0.020369,0.020369,999152
2019-09-18,0.020315,0.021150,0.020315,0.020728,0.020728,901590
2019-09-19,0.020714,0.022157,0.020756,0.021554,0.021554,1034448
2019-09-20,0.021533,0.021574,0.021167,0.021416,0.021416,788475
2019-09-21,0.021401,0.021698,0.021473,0.021509,0.021509,772807
2019-09-22,0.021506,0.021560,0.020702,0.021007,0.021007,775824
2019-09-23,0.021023,0.021037,0.020710,0.020754,0.020754,770318
2019-09-24,0.020746,0.020786,0.019440,0.019501,0.019501,1363917
2019-09-25,0.019504,0.020016,0.019739,0.020136,0.020136,1150776
2019-09-26,0.020120,0.020187,0.019823,0.020536,0.020536,966661
2019-09-27,0.020526,0.021269,0.020465,0.021172,0.021172,958490
2019-09-28,0.021169,0.021318,0.021017,0.021171,0.021171,836223
2019-09-29,0.021176,0.021223,0.020846,0.021039,0.021039,801695
2019-09-30,0.021034,0.021687,0.021324,0.021687,0.021687,910663
2019-10-01,0.021728,0.021810,0.021129,0.021255,0.021255,920055
2019-10-02,0.021242,0.021595,0.021310,0.021531,0.021531,754863
2019-10-03,0.021530,0.021487,0.021127,0.021211,0.021211,772568
2019-10-04,0.021215,0.021682,0.021264,0.021568,0.021568,761513
2019-10-05,0.021563,0.021709,0.021443,0.021634,0.021634,716090
2019-10-06,0.021636,0.021778,0.021462,0.021664,0.021664,732696
2019-10-07,0.021650,0.022036,0.021650,0.021974,0.021974,951331
2019-10-08,0.021965,0.022138,0.021783,0.022120,0.022120,907337
2019-10-09,0.022122,0.022647,0.022103,0.022487,0.022487,1057282
2019-10-10,0.022475,0.022561,0.022140,0.022321,0.022321,975478
2019-10-11,0.022338,0.022727,0.021766,0.021939,0.021939,1096947
